overall,potential,release_clause_eur,club_name,club_position,league_level,weak_foot,skill_moves,international_reputation,body_type,value_eur,log_value
67,74,3500000.0,110,23,1.0,3,2,1,2,2100000,14.557448378884015
61,67,1200000.0,402,23,1.0,3,3,1,0,525000,13.171155446333852
66,66,1600000.0,63,14,1.0,3,3,1,4,725000,13.493928313146206
61,61,163000.0,210,23,1.0,4,3,1,4,130000,11.775297421715827
60,75,1300000.0,237,23,1.0,5,3,1,5,600000,13.304686600863562
66,66,844000.0,617,14,1.0,3,2,1,4,625000,13.345508528717259
67,75,3600000.0,329,17,1.0,3,2,1,4,2100000,14.557448378884015
68,70,2300000.0,512,6,2.0,3,3,1,1,1400000,14.151983508870947
67,70,1800000.0,589,23,3.0,3,2,1,4,1200000,13.997832948091215
64,69,1300000.0,501,23,3.0,4,3,1,1,850000,13.652992804936396
62,67,729000.0,385,17,1.0,3,2,1,1,550000,13.217675375388819
63,63,188000.0,340,23,1.0,4,3,1,1,150000,11.918397239722838
74,83,17100000.0,505,18,1.0,3,3,1,2,9000000,16.012735246411598
62,74,2200000.0,16,16,1.0,3,2,1,4,950000,13.76421831620775
64,64,1200000.0,402,23,1.0,3,3,1,4,575000,13.26212705890841
69,71,3000000.0,458,23,2.0,2,2,1,2,1500000,14.220976332738882
64,65,1100000.0,246,10,1.0,4,3,1,4,700000,13.45883704259595
63,63,875000.0,255,19,1.0,3,3,1,4,500000,13.122365377402328
68,68,1500000.0,565,23,1.0,3,2,1,4,1000000,13.815511557963774
65,70,1800000.0,650,23,3.0,4,2,1,1,975000,13.790193775620484
65,65,813000.0,578,23,1.0,3,3,1,5,650000,13.384729180332174
66,66,1500000.0,575,22,3.0,4,3,1,4,850000,13.652992804936396
68,79,4600000.0,244,0,1.0,3,3,1,1,2700000,14.80876270134486
65,65,930000.0,544,20,1.0,4,3,1,1,600000,13.304686600863562
65,70,2200000.0,615,23,1.0,3,2,1,1,975000,13.790193775620484
69,69,3300000.0,368,10,1.0,2,3,1,4,1500000,14.220976332738882
66,68,2300000.0,278,10,1.0,3,3,1,4,1100000,13.910821646859095
68,68,1500000.0,656,22,3.0,4,3,1,4,1200000,13.997832948091215
65,65,1100000.0,508,23,2.0,5,3,1,4,725000,13.493928313146206
65,65,1000000.0,607,22,1.0,3,2,1,8,775000,13.560619598657233
60,74,1200000.0,621,18,1.0,4,2,1,1,575000,13.26212705890841
64,66,961000.0,269,8,1.0,3,2,1,4,725000,13.493928313146206
64,74,2300000.0,489,23,2.0,3,3,1,4,1300000,14.077875591662238
73,75,5200000.0,474,7,1.0,3,2,1,7,3300000,15.009433329466965
60,63,528000.0,189,23,1.0,3,3,1,1,325000,12.691583538230217
61,76,2000000.0,51,18,1.0,3,2,1,4,725000,13.493928313146206
62,62,540000.0,274,18,1.0,1,2,1,5,400000,12.899222326086994
69,72,2900000.0,659,19,1.0,4,3,1,1,1800000,14.403297778421795
66,66,1300000.0,383,22,1.0,4,3,1,4,850000,13.652992804936396
64,67,1400000.0,370,23,3.0,3,3,1,7,775000,13.560619598657233
66,78,3300000.0,132,23,1.0,3,2,1,4,2000000,14.508658238524095
67,67,1500000.0,514,23,1.0,3,2,1,5,1000000,13.815511557963774
62,76,2000000.0,318,17,1.0,3,2,1,5,950000,13.76421831620775
65,79,4200000.0,236,18,1.0,3,2,1,1,1600000,14.285514812209815
64,74,2200000.0,244,23,1.0,3,3,1,4,1300000,14.077875591662238
70,70,2500000.0,350,22,1.0,2,3,1,5,1300000,14.077875591662238
63,74,1700000.0,593,8,1.0,4,3,1,1,1000000,13.815511557963774
66,80,4400000.0,403,23,2.0,3,2,1,1,2000000,14.508658238524095
70,70,2700000.0,392,23,2.0,4,3,1,1,1700000,14.346139397261565
70,75,4000000.0,266,8,2.0,3,3,1,1,2400000,14.690979711984754
67,67,1700000.0,518,8,2.0,2,3,1,1,1100000,13.910821646859095
74,74,1100000.0,356,15,1.0,3,2,1,5,750000,13.527829818844937
69,70,3900000.0,328,23,1.0,3,3,1,1,1700000,14.346139397261565
64,64,776000.0,651,20,1.0,3,3,1,4,575000,13.26212705890841
64,65,894000.0,479,23,1.0,3,3,1,4,675000,13.42246945133505
69,76,4400000.0,390,23,1.0,2,2,1,2,2600000,14.77102238760702
63,74,1900000.0,288,18,1.0,4,2,1,4,1100000,13.910821646859095
68,77,5500000.0,548,14,2.0,2,3,1,4,2600000,14.77102238760702
68,68,1200000.0,586,23,2.0,3,2,1,4,775000,13.560619598657233
74,85,19600000.0,634,14,1.0,3,2,1,4,8500000,15.955576839107596
72,72,3000000.0,627,11,2.0,2,2,1,5,1900000,14.45736497045232
66,66,399000.0,291,23,1.0,3,2,1,5,275000,12.524530013005734
68,75,4500000.0,266,10,2.0,3,3,1,4,2500000,14.731801689838349
65,65,1600000.0,532,23,1.0,2,2,1,4,725000,13.493928313146206
72,72,1800000.0,265,20,1.0,3,4,1,4,800000,13.592368256649284
61,61,250000.0,100,23,1.0,2,3,1,4,200000,12.206077645517674
63,70,1600000.0,221,16,3.0,4,2,1,1,950000,13.76421831620775
66,69,1250000.0,447,14,3.0,3,2,1,4,1000000,13.815511557963774
64,69,1400000.0,170,23,2.0,3,3,1,1,850000,13.652992804936396
63,66,953000.0,521,10,3.0,3,2,1,4,625000,13.345508528717259
72,72,1300000.0,22,22,1.0,3,2,1,5,1000000,13.815511557963774
66,74,3100000.0,610,8,1.0,3,2,1,1,1800000,14.403297778421795
68,70,2200000.0,453,23,3.0,4,2,1,4,1200000,13.997832948091215
66,71,1800000.0,1,1,2.0,2,2,1,5,1100000,13.910821646859095
66,71,2900000.0,429,16,1.0,3,3,1,1,1300000,14.077875591662238
62,74,1300000.0,384,17,1.0,2,2,1,3,925000,13.73755009757506
61,70,1100000.0,305,23,1.0,3,3,1,4,725000,13.493928313146206
62,66,877000.0,593,5,1.0,3,3,1,4,575000,13.26212705890841
78,78,25200000.0,262,15,1.0,3,2,1,5,12000000,16.300417291085605
65,76,3500000.0,212,23,1.0,4,2,1,1,1500000,14.220976332738882
67,67,1500000.0,147,10,1.0,3,3,1,4,1000000,13.815511557963774
68,73,3400000.0,388,15,2.0,3,2,1,2,1700000,14.346139397261565
66,78,2625000.0,573,23,2.0,3,2,1,2,2100000,14.557448378884015
59,59,324000.0,394,23,1.0,4,3,1,0,240000,12.388398368982115
67,67,699000.0,296,23,1.0,4,3,1,4,325000,12.691583538230217
62,63,867000.0,399,23,1.0,4,3,1,4,475000,13.07107218827772
73,73,3800000.0,203,7,1.0,3,2,1,5,2000000,14.508658238524095
62,62,406000.0,661,23,1.0,3,3,1,7,325000,12.691583538230217
67,81,6000000.0,517,23,1.0,2,2,1,1,2300000,14.648420115681892
67,76,3800000.0,404,0,1.0,3,3,1,2,2300000,14.648420115681892
71,78,8400000.0,563,23,1.0,2,3,1,5,3800000,15.150511887854474
73,73,3250000.0,94,22,1.0,3,2,1,5,2600000,14.77102238760702
66,66,1100000.0,589,19,3.0,3,2,1,4,775000,13.560619598657233
66,75,3600000.0,8,18,1.0,3,3,1,1,1900000,14.45736497045232
65,65,260000.0,609,23,1.0,3,2,1,2,200000,12.206077645517674
75,75,12100000.0,294,15,1.0,3,2,1,5,5500000,15.520258832020865
65,69,2200000.0,95,23,1.0,3,3,1,4,1000000,13.815511557963774
68,75,4099999.0,411,23,1.0,4,3,1,1,2500000,14.731801689838349
65,70,1600000.0,306,18,2.0,3,2,1,1,975000,13.790193775620484
61,71,1600000.0,614,17,1.0,3,2,1,7,675000,13.42246945133505
60,78,1200000.0,626,14,3.0,4,2,1,5,600000,13.304686600863562
68,79,4600000.0,144,8,1.0,4,3,1,1,2700000,14.80876270134486
67,79,5100000.0,441,23,1.0,2,2,1,4,2300000,14.648420115681892
68,68,1200000.0,126,23,2.0,3,4,1,4,775000,13.560619598657233
60,61,502000.0,13,23,3.0,3,2,1,1,275000,12.524530013005734
70,78,7600000.0,387,22,2.0,3,2,1,1,3600000,15.096444681204078
65,65,1000000.0,47,22,3.0,4,3,1,5,700000,13.45883704259595
65,65,788000.0,502,11,3.0,3,3,1,7,450000,13.017005083966255
70,82,9100000.0,543,22,1.0,4,3,1,4,3800000,15.150511887854474
63,74,1900000.0,415,18,1.0,4,3,1,1,1100000,13.910821646859095
68,68,1800000.0,364,10,1.0,3,3,1,1,1300000,14.077875591662238
65,65,1100000.0,10,23,2.0,2,3,1,3,725000,13.493928313146206
65,76,2700000.0,77,10,1.0,2,3,1,4,1600000,14.285514812209815
63,75,2000000.0,204,23,1.0,3,3,1,4,1200000,13.997832948091215
62,64,610000.0,6,6,3.0,3,2,1,5,400000,12.899222326086994
61,62,464000.0,174,23,1.0,4,3,1,1,350000,12.765691290604371
65,76,3000000.0,59,18,1.0,3,3,1,5,1600000,14.285514812209815
65,66,1800000.0,92,23,1.0,3,2,1,1,825000,13.623139877437296
64,72,1625000.0,49,23,1.0,3,3,1,7,1300000,14.077875591662238
65,70,1500000.0,509,16,1.0,3,2,1,1,1000000,13.815511557963774
68,76,4700000.0,36,6,1.0,3,2,1,1,2600000,14.77102238760702
64,69,1400000.0,512,8,2.0,3,2,1,4,850000,13.652992804936396
72,72,1400000.0,608,23,1.0,3,2,1,5,750000,13.527829818844937
69,78,6000000.0,374,23,3.0,3,2,1,2,3000000,14.914123179965662
69,78,3875000.0,91,10,3.0,4,4,1,1,3100000,14.946912992035967
66,70,2700000.0,152,8,1.0,3,3,1,4,1200000,13.997832948091215
78,83,32799999.0,9,1,1.0,3,2,1,2,18500000,16.733281344102608
66,71,2000000.0,115,6,2.0,2,2,1,1,1200000,13.997832948091215
70,70,3500000.0,73,23,1.0,3,3,1,4,1600000,14.285514812209815
67,77,4600000.0,427,23,1.0,3,4,1,1,2200000,14.603968372873895
71,77,5700000.0,12,23,1.0,3,2,1,1,2700000,14.80876270134486
76,78,10000000.0,646,7,1.0,2,2,1,8,8000000,15.894952224644102
66,67,1300000.0,545,23,1.0,2,2,1,1,825000,13.623139877437296
61,77,1800000.0,592,18,1.0,3,2,1,1,850000,13.652992804936396
67,73,2500000.0,565,17,1.0,3,2,1,4,1500000,14.220976332738882
66,66,1300000.0,168,23,2.0,3,3,1,4,850000,13.652992804936396
67,68,2000000.0,560,23,2.0,3,3,1,5,1200000,13.997832948091215
69,69,1900000.0,238,5,2.0,4,3,1,4,1200000,13.997832948091215
63,63,574000.0,651,6,1.0,3,2,1,4,425000,12.959846800844963
68,73,2000000.0,508,23,2.0,3,2,1,5,1600000,14.285514812209815
67,80,6300000.0,643,23,2.0,3,4,1,1,2500000,14.731801689838349
70,70,3700000.0,198,23,1.0,3,4,1,1,1700000,14.346139397261565
67,74,3600000.0,329,10,1.0,3,3,1,3,2100000,14.557448378884015
71,76,4600000.0,200,16,2.0,3,2,1,2,2500000,14.731801689838349
61,61,186000.0,657,23,1.0,3,3,1,4,120000,11.695255355062795
67,67,1200000.0,158,23,1.0,3,2,1,3,525000,13.171155446333852
69,69,1900000.0,314,23,2.0,4,2,1,4,1200000,13.997832948091215
63,72,2500000.0,484,18,1.0,3,2,1,6,1100000,13.910821646859095
66,66,963000.0,483,7,3.0,2,2,1,4,550000,13.217675375388819
61,71,1700000.0,51,18,1.0,3,2,1,4,700000,13.45883704259595
71,71,3100000.0,505,18,1.0,3,4,1,4,1800000,14.403297778421795
65,71,1600000.0,323,17,1.0,3,2,1,4,1100000,13.910821646859095
70,70,2500000.0,657,22,1.0,3,2,1,5,1600000,14.285514812209815
68,69,1750000.0,111,10,1.0,2,3,1,4,1400000,14.151983508870947
67,67,1100000.0,400,7,1.0,3,2,1,5,850000,13.652992804936396
67,67,1200000.0,269,6,1.0,3,2,1,4,925000,13.73755009757506
68,78,5700000.0,101,23,2.0,2,3,1,7,2700000,14.80876270134486
67,77,5100000.0,600,23,1.0,2,3,1,4,2300000,14.648420115681892
72,87,11600000.0,625,15,1.0,4,2,1,5,5000000,15.424948670398354
63,68,991000.0,247,23,1.0,3,3,1,4,650000,13.384729180332174
64,65,1100000.0,70,23,2.0,3,3,1,4,700000,13.45883704259595
69,85,7000000.0,54,23,1.0,3,2,1,5,3300000,15.009433329466965
64,64,689000.0,6,23,3.0,4,2,1,7,475000,13.07107218827772
67,76,3800000.0,438,23,2.0,3,2,1,5,2100000,14.557448378884015
63,70,1187500.0,268,17,1.0,3,2,1,4,950000,13.76421831620775
68,68,1900000.0,10,18,2.0,2,3,1,7,1200000,13.997832948091215
71,73,3000000.0,237,15,1.0,2,2,1,2,1900000,14.45736497045232
66,66,1900000.0,154,23,1.0,3,4,1,3,850000,13.652992804936396
61,72,1700000.0,133,23,1.0,3,3,1,1,725000,13.493928313146206
67,77,2875000.0,459,23,2.0,2,3,1,1,2300000,14.648420115681892
66,72,3300000.0,95,10,1.0,3,3,1,4,1400000,14.151983508870947
60,60,352000.0,3,18,2.0,4,2,1,4,220000,12.301387370778713
78,84,37100000.0,79,15,1.0,3,2,1,2,19500000,16.785925074816024
70,70,2500000.0,547,18,1.0,3,2,1,4,1600000,14.285514812209815
66,69,1500000.0,233,11,1.0,3,3,1,5,1100000,13.910821646859095
68,73,2700000.0,204,19,1.0,4,3,1,1,1800000,14.403297778421795
74,80,11400000.0,90,15,1.0,3,2,1,2,6000000,15.607270193858982
66,72,2400000.0,343,23,1.0,3,2,1,2,1400000,14.151983508870947
69,72,2700000.0,318,6,1.0,2,2,1,4,1700000,14.346139397261565
69,69,1700000.0,250,23,1.0,3,2,1,5,1200000,13.997832948091215
65,68,1100000.0,321,23,1.0,3,2,1,4,825000,13.623139877437296
67,67,1400000.0,402,22,1.0,3,2,1,4,650000,13.384729180332174
69,72,4300000.0,259,23,1.0,2,3,1,4,1900000,14.45736497045232
62,65,801000.0,147,0,1.0,3,2,1,4,525000,13.171155446333852
68,68,2200000.0,622,7,1.0,3,2,1,5,1000000,13.815511557963774
74,79,11400000.0,599,23,1.0,5,2,1,4,5500000,15.520258832020865
66,73,2300000.0,602,14,1.0,3,2,1,1,1600000,14.285514812209815
66,73,2900000.0,329,23,1.0,3,2,1,4,1700000,14.346139397261565
64,64,641000.0,55,8,1.0,4,3,1,4,475000,13.07107218827772
62,71,1500000.0,224,23,3.0,2,2,1,4,900000,13.710151153416941
63,63,744000.0,359,2,2.0,2,2,1,4,425000,12.959846800844963
59,62,428000.0,611,8,1.0,3,3,1,1,300000,12.611541086966115
67,77,3700000.0,494,7,2.0,3,2,1,2,2100000,14.557448378884015
66,71,2100000.0,635,5,2.0,4,4,1,4,1300000,14.077875591662238
65,74,2900000.0,453,17,3.0,2,2,1,1,1500000,14.220976332738882
71,80,8400000.0,420,18,1.0,3,2,1,2,4000000,15.201805169084134
61,62,570000.0,217,23,1.0,2,2,1,4,400000,12.899222326086994
62,62,344000.0,130,14,1.0,3,2,1,1,275000,12.524530013005734
69,83,6400000.0,559,15,1.0,3,2,1,4,3100000,14.946912992035967
75,84,24200000.0,572,1,1.0,2,2,1,2,11500000,16.257857680289998
66,74,4099999.0,495,23,1.0,2,2,1,2,1800000,14.403297778421795
67,73,2700000.0,405,23,1.0,5,3,1,1,1600000,14.285514812209815
69,75,5300000.0,259,23,1.0,3,3,1,7,2200000,14.603968372873895
72,82,10500000.0,17,23,1.0,3,3,1,2,5000000,15.424948670398354
73,73,3200000.0,439,23,1.0,3,2,1,4,1500000,14.220976332738882
70,70,3400000.0,495,23,1.0,3,3,1,1,1600000,14.285514812209815
62,65,894000.0,89,0,1.0,4,3,1,2,550000,13.217675375388819
65,70,1500000.0,5,23,3.0,4,3,1,4,1000000,13.815511557963774
63,63,313000.0,648,14,1.0,2,2,1,4,250000,12.429220196836383
66,67,1500000.0,107,23,2.0,3,2,1,4,900000,13.710151153416941
72,76,7100000.0,358,10,1.0,2,3,1,1,3400000,15.039286283703994
65,78,4600000.0,426,18,1.0,3,2,1,4,1700000,14.346139397261565
74,74,7800000.0,213,23,1.0,3,3,1,5,4600000,15.341567078850604
71,72,2750000.0,77,22,1.0,3,3,1,5,2200000,14.603968372873895
65,75,2600000.0,238,23,2.0,3,2,1,2,1500000,14.220976332738882
65,72,2300000.0,291,16,1.0,3,2,1,2,1400000,14.151983508870947
65,74,2000000.0,126,23,2.0,3,2,1,4,1600000,14.285514812209815
64,76,2000000.0,391,8,1.0,3,2,1,1,1400000,14.151983508870947
71,75,3500000.0,504,15,1.0,3,2,1,5,2300000,14.648420115681892
69,69,2700000.0,654,23,2.0,3,3,1,2,1400000,14.151983508870947
65,81,3700000.0,290,12,1.0,3,3,1,1,1800000,14.403297778421795
65,72,1750000.0,509,11,1.0,3,3,1,5,1400000,14.151983508870947
68,69,2700000.0,259,18,1.0,3,3,1,5,1200000,13.997832948091215
65,74,2000000.0,126,23,2.0,3,3,1,5,1600000,14.285514812209815
65,70,1800000.0,562,23,2.0,3,2,1,4,975000,13.790193775620484
67,68,2000000.0,128,23,2.0,4,3,1,1,1200000,13.997832948091215
64,78,2600000.0,269,11,1.0,3,3,1,1,1400000,14.151983508870947
65,66,1062500.0,501,22,3.0,3,2,1,5,850000,13.652992804936396
71,71,4000000.0,439,23,1.0,3,2,1,4,1900000,14.45736497045232
65,71,1800000.0,640,20,1.0,3,3,1,1,1100000,13.910821646859095
63,63,406000.0,239,23,1.0,3,2,1,4,325000,12.691583538230217
68,73,2700000.0,362,19,1.0,2,4,1,4,1900000,14.45736497045232
67,70,2100000.0,435,22,1.0,3,2,1,2,1400000,14.151983508870947
64,65,1400000.0,127,18,1.0,2,3,1,7,625000,13.345508528717259
68,70,1875000.0,446,18,2.0,3,3,1,5,1500000,14.220976332738882
67,78,3300000.0,538,22,1.0,3,2,1,2,2300000,14.648420115681892
63,69,1700000.0,278,23,1.0,2,3,1,1,750000,13.527829818844937
65,82,4500000.0,58,23,1.0,3,3,1,4,1800000,14.403297778421795
62,77,2300000.0,279,18,1.0,2,3,1,1,950000,13.76421831620775
63,66,1200000.0,308,16,1.0,3,2,1,5,650000,13.384729180332174
64,64,709000.0,400,23,1.0,3,2,1,4,525000,13.171155446333852
67,67,1600000.0,123,14,1.0,2,2,1,4,750000,13.527829818844937
74,78,10900000.0,271,23,1.0,3,2,1,2,5500000,15.520258832020865
61,61,504000.0,310,19,1.0,5,3,1,4,325000,12.691583538230217
66,66,834000.0,404,23,1.0,4,2,1,2,575000,13.26212705890841
60,60,202000.0,544,23,1.0,3,2,1,1,130000,11.775297421715827
70,82,8400000.0,236,21,1.0,3,3,1,4,3800000,15.150511887854474
65,74,2300000.0,272,3,1.0,3,2,1,4,1600000,14.285514812209815
72,72,1700000.0,288,7,1.0,2,2,1,2,1100000,13.910821646859095
60,77,1300000.0,516,23,1.0,3,2,1,1,650000,13.384729180332174
68,75,3800000.0,267,17,1.0,3,2,1,4,2300000,14.648420115681892
60,64,569000.0,310,8,1.0,3,2,1,1,350000,12.765691290604371
65,75,2000000.0,178,22,1.0,3,3,1,4,1600000,14.285514812209815
63,66,1200000.0,280,23,1.0,3,2,1,4,575000,13.26212705890841
69,72,2800000.0,478,23,1.0,3,3,1,1,1900000,14.45736497045232
62,62,108000.0,211,23,1.0,3,2,1,1,80000,11.289794413577894
63,63,744000.0,380,14,3.0,3,2,1,4,425000,12.959846800844963
65,73,2700000.0,114,23,2.0,3,2,1,4,1500000,14.220976332738882
66,76,4300000.0,66,23,1.0,3,2,1,2,1800000,14.403297778421795
63,63,656000.0,302,21,1.0,3,3,1,5,525000,13.171155446333852
66,69,2300000.0,615,23,1.0,3,2,1,1,1000000,13.815511557963774
78,78,9200000.0,600,15,1.0,3,2,3,5,4600000,15.341567078850604
70,86,8500000.0,341,0,1.0,4,3,1,1,4000000,15.201805169084134
66,67,1300000.0,638,10,1.0,3,3,1,2,1000000,13.815511557963774
64,69,1200000.0,243,16,1.0,3,2,1,7,775000,13.560619598657233
65,65,906000.0,524,23,1.0,3,2,1,5,625000,13.345508528717259
69,76,6600000.0,296,23,1.0,2,3,1,4,2800000,14.845130332288226
59,61,488000.0,642,2,1.0,4,3,1,1,300000,12.611541086966115
68,69,2100000.0,170,14,2.0,3,3,1,4,1300000,14.077875591662238
66,73,3400000.0,432,18,2.0,2,2,1,1,1600000,14.285514812209815
66,73,4000000.0,619,11,1.0,3,3,1,3,1700000,14.346139397261565
63,75,1500000.0,503,19,1.0,3,3,1,1,1200000,13.997832948091215
59,60,406000.0,136,8,1.0,3,2,1,1,250000,12.429220196836383
60,60,388000.0,80,23,1.0,3,2,1,1,250000,12.429220196836383
69,70,3600000.0,117,23,1.0,3,3,1,4,1600000,14.285514812209815
72,80,8500000.0,473,23,1.0,3,2,1,1,5000000,15.424948670398354
65,65,538000.0,407,23,1.0,2,2,1,4,250000,12.429220196836383
69,69,1400000.0,227,23,1.0,3,2,1,8,1100000,13.910821646859095
67,75,5000000.0,543,23,1.0,3,2,1,2,2100000,14.557448378884015
68,79,3125000.0,438,23,2.0,3,2,1,2,2500000,14.731801689838349
65,72,3300000.0,614,23,1.0,3,3,1,1,1400000,14.151983508870947
66,67,1250000.0,453,23,3.0,3,3,1,1,1000000,13.815511557963774
66,66,1200000.0,87,10,1.0,3,3,1,4,850000,13.652992804936396
68,68,1800000.0,334,23,1.0,3,3,1,4,1300000,14.077875591662238
67,76,4000000.0,126,22,2.0,3,3,1,5,2300000,14.648420115681892
65,71,2500000.0,49,14,1.0,3,3,1,1,1100000,13.910821646859095
63,75,2100000.0,512,10,2.0,2,3,1,4,1200000,13.997832948091215
68,78,4300000.0,504,9,1.0,2,2,1,5,2600000,14.77102238760702
66,76,4600000.0,51,23,1.0,3,3,1,1,1900000,14.45736497045232
60,75,1400000.0,406,23,1.0,3,3,1,2,600000,13.304686600863562
67,67,1900000.0,48,23,1.0,2,2,1,4,875000,13.681980308196241
64,75,2900000.0,49,18,1.0,2,2,1,1,1300000,14.077875591662238
64,69,1900000.0,296,2,1.0,3,2,1,1,850000,13.652992804936396
72,78,4625000.0,232,19,1.0,4,4,1,1,3700000,15.123843647884687
64,75,1625000.0,493,19,2.0,3,3,1,1,1300000,14.077875591662238
67,76,3700000.0,405,15,1.0,2,2,1,4,2200000,14.603968372873895
65,65,938000.0,513,18,1.0,3,3,1,4,750000,13.527829818844937
68,74,3100000.0,252,22,1.0,4,2,1,4,1900000,14.45736497045232
67,70,1900000.0,454,19,1.0,2,3,1,1,1300000,14.077875591662238
61,66,913000.0,575,23,3.0,2,2,1,8,500000,13.122365377402328
67,67,1100000.0,450,23,1.0,3,3,1,4,850000,13.652992804936396
64,75,2300000.0,627,23,2.0,3,2,1,2,1300000,14.077875591662238
64,71,1700000.0,340,23,1.0,3,2,1,5,1200000,13.997832948091215
74,74,1500000.0,88,23,1.0,2,2,1,8,1100000,13.910821646859095
62,67,795000.0,297,10,1.0,5,3,1,4,600000,13.304686600863562
69,69,2200000.0,107,23,2.0,3,3,1,4,1400000,14.151983508870947
66,69,1800000.0,119,23,1.0,3,3,1,3,1200000,13.997832948091215
65,65,299000.0,609,23,1.0,4,4,1,1,230000,12.345838935721968
67,78,2750000.0,285,23,1.0,2,3,1,3,2200000,14.603968372873895
63,81,3400000.0,180,23,1.0,3,2,1,0,1200000,13.997832948091215
70,75,5700000.0,633,23,1.0,2,3,1,4,2500000,14.731801689838349
66,67,1400000.0,450,23,1.0,4,3,1,5,1000000,13.815511557963774
61,77,1800000.0,489,23,2.0,3,2,1,4,850000,13.652992804936396
63,63,435000.0,204,23,1.0,4,3,1,5,300000,12.611541086966115
67,72,3000000.0,273,18,1.0,2,2,1,4,1400000,14.151983508870947
63,72,1250000.0,576,6,3.0,2,2,1,4,1000000,13.815511557963774
63,75,2000000.0,285,18,1.0,3,2,1,1,1200000,13.997832948091215
68,71,2200000.0,156,23,1.0,3,2,1,4,1400000,14.151983508870947
66,74,3500000.0,444,14,2.0,2,2,1,4,1800000,14.403297778421795
63,63,641000.0,211,16,1.0,3,3,1,1,475000,13.07107218827772
65,77,2700000.0,69,10,1.0,3,3,1,4,1600000,14.285514812209815
63,66,891000.0,658,23,1.0,3,3,1,4,625000,13.345508528717259
67,68,2100000.0,176,10,1.0,4,4,1,1,1200000,13.997832948091215
63,63,435000.0,590,1,1.0,3,2,1,5,300000,12.611541086966115
63,67,998000.0,217,23,1.0,3,3,1,1,700000,13.45883704259595
66,68,1700000.0,247,10,1.0,4,3,1,4,1100000,13.910821646859095
65,65,1600000.0,124,21,1.0,3,3,1,4,725000,13.493928313146206
65,65,1100000.0,593,23,1.0,3,4,1,8,725000,13.493928313146206
67,73,2300000.0,513,23,1.0,3,3,1,5,1600000,14.285514812209815
69,69,3100000.0,622,23,1.0,3,2,1,4,1400000,14.151983508870947
67,67,1300000.0,269,23,1.0,3,2,1,4,1000000,13.815511557963774
67,67,1700000.0,586,20,2.0,3,2,1,5,1100000,13.910821646859095
71,80,9700000.0,281,23,1.0,4,3,1,1,4200000,15.250595321348806
60,63,674000.0,280,18,1.0,2,2,1,4,325000,12.691583538230217
68,72,3600000.0,49,18,1.0,2,3,1,4,1700000,14.346139397261565
65,68,1400000.0,649,23,1.0,3,3,1,4,950000,13.76421831620775
64,64,1100000.0,569,20,1.0,3,2,1,5,600000,13.304686600863562
62,75,2000000.0,559,23,1.0,3,2,1,3,950000,13.76421831620775
68,69,1900000.0,239,23,1.0,4,2,1,4,1400000,14.151983508870947
72,72,4800000.0,11,23,1.0,3,2,1,8,2300000,14.648420115681892
71,71,1400000.0,207,22,1.0,4,2,1,4,650000,13.384729180332174
65,65,1300000.0,418,23,3.0,3,4,1,4,750000,13.527829818844937
71,71,3000000.0,45,23,1.0,3,2,1,5,1500000,14.220976332738882
73,78,7500000.0,596,23,1.0,3,2,1,5,4200000,15.250595321348806
65,74,3200000.0,427,18,1.0,3,3,1,1,1500000,14.220976332738882
69,70,2400000.0,267,23,1.0,4,3,1,7,1600000,14.285514812209815
65,68,1500000.0,113,23,2.0,3,3,1,4,950000,13.76421831620775
69,69,1400000.0,10,22,2.0,3,3,1,4,900000,13.710151153416941
64,80,3800000.0,281,23,1.0,2,2,1,1,1400000,14.151983508870947
68,68,275000.0,322,15,1.0,2,2,1,4,220000,12.301387370778713
63,63,375000.0,173,23,1.0,3,2,1,4,300000,12.611541086966115
63,76,2200000.0,649,18,1.0,3,3,1,1,1100000,13.910821646859095
70,70,2600000.0,278,15,1.0,2,2,1,8,1300000,14.077875591662238
75,77,12000000.0,482,7,1.0,4,3,1,2,5500000,15.520258832020865
70,76,5000000.0,84,18,2.0,3,3,1,1,2400000,14.690979711984754
65,65,719000.0,578,23,1.0,2,3,1,4,575000,13.26212705890841
62,77,1187500.0,228,23,1.0,2,2,1,1,950000,13.76421831620775
76,78,15800000.0,363,15,1.0,3,2,1,2,8000000,15.894952224644102
67,67,1400000.0,298,20,1.0,3,3,1,1,1000000,13.815511557963774
64,72,2300000.0,289,23,2.0,3,3,1,4,1300000,14.077875591662238
72,80,6125000.0,516,15,1.0,2,2,1,2,4900000,15.404745967162468
68,68,1900000.0,296,23,1.0,3,2,1,4,875000,13.681980308196241
67,67,1300000.0,500,23,1.0,5,2,1,5,1000000,13.815511557963774
68,68,1800000.0,541,23,1.0,3,3,1,4,1200000,13.997832948091215
67,67,1400000.0,29,1,1.0,3,2,1,4,650000,13.384729180332174
69,76,3375000.0,504,23,1.0,3,2,1,1,2700000,14.80876270134486
62,70,1500000.0,243,23,1.0,3,2,1,4,900000,13.710151153416941
66,68,2000000.0,349,2,1.0,3,3,1,4,950000,13.76421831620775
69,72,3900000.0,51,6,1.0,2,2,1,4,1700000,14.346139397261565
61,76,1800000.0,8,18,1.0,3,2,1,4,775000,13.560619598657233
66,66,2100000.0,332,23,1.0,3,3,1,1,950000,13.76421831620775
65,65,1100000.0,655,23,1.0,3,3,1,1,700000,13.45883704259595
